,شهر,تاريخ الشراء,رقم الكارت,هل انت راض عن جودة اللحوم المقدمه داخل القسم,هل انت راض عن وقت التسويه للحوم المباعه بالقسم,هل انت راض عن مذاق اللحوم الموجوده بالقسم,هل انت راض عن مستوى جودة الخدمه بشكل عام,هل هناك اي ملاحظات او اصناف ترغب في توافرها,نوع الاستبيان
974,مارس ,44991,521486,نعم,نعم,نعم,نعم,لا,شكر
975,مارس ,44991,602087,نعم,نعم,نعم,نعم,لا,شكر
976,مارس ,44991,611974,نعم,نعم,نعم,نعم,لا,شكر
977,مارس ,44991,610295,نعم,نعم,نعم,نعم,لا,شكر
978,مارس ,44991,834827,نعم,نعم,نعم,نعم,لا,شكر
979,مارس ,44991,613749,نعم,نعم,نعم,نعم,لا,شكر
980,مارس ,44991,834072,نعم,نعم,نعم,نعم,لا,شكر
981,مارس ,44991,626255,نعم,نعم,نعم,نعم,لا,شكر
982,مارس ,44991,511848,نعم,نعم,نعم,لا,نعم,شكوي
983,مارس ,44991,609242,نعم,نعم,نعم,نعم,لا,شكر
984,مارس ,44991,611732,نعم,نعم,نعم,نعم,لا,شكر
985,مارس ,44991,522394,نعم,نعم,نعم,نعم,لا,شكر
986,مارس ,44991,606401,نعم,نعم,نعم,نعم,لا,شكر
987,مارس ,44991,601178,نعم,نعم,نعم,لا,نعم,اقتراح
988,مارس ,44991,626148,نعم,نعم,نعم,نعم,لا,شكر
989,مارس ,44991,628529,نعم,نعم,نعم,نعم,لا,شكر
990,مارس ,44991,522662,نعم,نعم,نعم,نعم,لا,شكر
991,مارس ,44991,508105,نعم,نعم,نعم,لا,نعم,شكوي
992,مارس ,44991,524523,نعم,نعم,نعم,نعم,لا,شكر
993,مارس ,44991,612775,نعم,نعم,نعم,نعم,لا,شكر
994,مارس ,44992,601160,نعم,نعم,نعم,نعم,لا,شكر
995,مارس ,44992,603225,نعم,نعم,نعم,نعم,لا,شكر
996,مارس ,44992,610957,نعم,نعم,نعم,نعم,لا,شكر
997,مارس ,44992,629005,نعم,نعم,نعم,نعم,لا,شكر
998,مارس ,44992,513693,نعم,نعم,نعم,لا,نعم,شكوي
999,مارس ,44992,605421,نعم,نعم,نعم,نعم,لا,شكر
1000,مارس ,44992,515909,نعم,نعم,نعم,نعم,لا,شكر
1001,مارس ,44992,509978,لا,لا,لا,لا,نعم,شكوي
1002,مارس ,44992,606350,نعم,نعم,نعم,نعم,لا,شكر
1003,مارس ,44992,528620,نعم,نعم,نعم,نعم,لا,شكر
1004,مارس ,44992,518675,نعم,نعم,نعم,نعم,لا,شكر
1005,مارس ,44992,623141,نعم,نعم,نعم,نعم,لا,شكر
1006,مارس ,44992,509028,نعم,نعم,نعم,نعم,لا,شكر
1007,مارس ,44992,508113,نعم,نعم,نعم,لا,نعم,شكوي
1008,مارس ,44992,633484,نعم,نعم,نعم,نعم,لا,شكر
1009,مارس ,44992,627603,نعم,نعم,نعم,نعم,لا,شكر
1010,مارس ,44992,511017,نعم,نعم,نعم,نعم,لا,شكر
1011,مارس ,44992,610244,نعم,نعم,نعم,نعم,لا,شكر
1012,مارس ,44992,522947,نعم,نعم,نعم,نعم,نعم,اقتراح
1013,مارس ,44992,518986,نعم,نعم,نعم,نعم,لا,شكر
1014,مارس ,44992,608411,لا,لا,لا,لا,نعم,شكوي
1015,مارس ,44992,527107,نعم,نعم,نعم,نعم,لا,شكر
1016,مارس ,44992,522580,نعم,نعم,نعم,نعم,لا,شكر
1017,مارس ,44992,601014,نعم,نعم,نعم,لا,نعم,شكوي
1018,مارس ,44992,520288,نعم,نعم,نعم,لا,نعم,شكوي
1019,مارس ,44992,617779,نعم,نعم,نعم,نعم,نعم,اقتراح
1020,مارس ,44992,612608,نعم,نعم,نعم,نعم,لا,شكر
1021,مارس ,44992,621624,نعم,نعم,نعم,نعم,لا,شكر
1022,مارس ,44992,516253,نعم,نعم,نعم,نعم,نعم,اقتراح
1023,مارس ,44992,510503,نعم,نعم,نعم,لا,نعم,شكوي
1024,مارس ,44992,605310,نعم,نعم,نعم,نعم,لا,شكر
1025,مارس ,44992,603233,نعم,نعم,نعم,نعم,لا,شكر
1026,مارس ,44992,624449,نعم,نعم,نعم,نعم,لا,شكر
1027,مارس ,44992,511509,نعم,نعم,نعم,نعم,لا,شكر
1028,مارس ,44992,622015,لا,نعم,نعم,لا,نعم,شكوي
1029,مارس ,44992,613842,نعم,نعم,نعم,نعم,لا,شكر
1030,مارس ,44992,836350,نعم,نعم,نعم,نعم,لا,شكر
1031,مارس ,44992,622630,نعم,نعم,نعم,لا,نعم,شكوي
1032,مارس ,44992,611014,نعم,نعم,نعم,نعم,لا,شكر
1033,مارس ,44992,606183,نعم,نعم,نعم,نعم,نعم,اقتراح
1034,مارس ,44992,606486,نعم,نعم,نعم,نعم,لا,شكر
1035,مارس ,44992,619204,نعم,نعم,نعم,نعم,لا,شكر
1036,مارس ,44992,610514,لا,لا,نعم,لا,نعم,شكوي
1037,مارس ,44992,518090,نعم,نعم,نعم,لا,نعم,شكوي
1038,مارس ,44992,517344,نعم,نعم,نعم,نعم,لا,شكر
1039,مارس ,44992,838031,نعم,نعم,نعم,لا,نعم,شكوي
1040,مارس ,44993,834687,نعم,نعم,نعم,نعم,لا,شكر
1041,مارس ,44993,601552,نعم,نعم,نعم,نعم,لا,شكر
1042,مارس ,44993,621897,نعم,نعم,نعم,نعم,لا,شكر
1043,مارس ,44993,510986,نعم,نعم,نعم,نعم,نعم,اقتراح
1044,مارس ,44993,518535,نعم,نعم,نعم,نعم,لا,شكر
1045,مارس ,44993,602591,نعم,نعم,نعم,نعم,نعم,اقتراح
1046,مارس ,44993,512911,نعم,نعم,نعم,نعم,لا,شكر
1047,مارس ,44993,610582,نعم,نعم,نعم,نعم,لا,شكر
1048,مارس ,44993,527439,نعم,نعم,نعم,نعم,لا,شكر
1049,مارس ,44993,627788,نعم,نعم,نعم,نعم,لا,شكر
1050,مارس ,44993,510163,نعم,نعم,نعم,نعم,لا,شكر
1051,مارس ,44993,606944,نعم,نعم,نعم,نعم,لا,شكر
1052,مارس ,44993,615772,نعم,نعم,نعم,نعم,نعم,اقتراح
1053,مارس ,44993,510713,نعم,نعم,نعم,نعم,لا,شكر
1054,مارس ,44993,838634,لا,لا,لا,لا,نعم,شكوي
1055,مارس ,44993,633986,نعم,نعم,نعم,نعم,لا,شكر
1056,مارس ,44993,608756,نعم,نعم,نعم,نعم,لا,شكر
1057,مارس ,44993,513234,نعم,نعم,نعم,نعم,لا,شكر
1058,مارس ,44993,611264,نعم,نعم,نعم,نعم,نعم,شكوي
1059,مارس ,44993,621618,نعم,نعم,نعم,نعم,نعم,شكوي
1060,مارس ,44993,838430,نعم,نعم,نعم,نعم,نعم,اقتراح
1061,مارس ,44993,510494,نعم,نعم,نعم,نعم,نعم,شكوي
1062,مارس ,44993,600939,نعم,نعم,نعم,نعم,لا,شكر
1063,مارس ,44993,510745,نعم,نعم,نعم,نعم,لا,شكر
1064,مارس ,44993,514257,نعم,نعم,نعم,نعم,لا,شكر
1065,مارس ,44993,628100,نعم,نعم,نعم,نعم,لا,شكر
1066,مارس ,44993,628841,نعم,نعم,نعم,نعم,لا,شكر
1067,مارس ,44993,608520,نعم,نعم,نعم,نعم,لا,شكر
1068,مارس ,44993,603592,نعم,نعم,نعم,نعم,لا,شكر
1069,مارس ,44993,526360,نعم,نعم,نعم,نعم,نعم,شكوي
1070,مارس ,44993,526969,لا,لا,لا,لا,نعم,شكوي
1071,مارس ,44993,634633,نعم,نعم,نعم,نعم,لا,شكر
1072,مارس ,44993,600708,لا,نعم,نعم,لا,نعم,شكوي
1073,مارس ,44995,623676,لا,نعم,نعم,نعم,نعم,شكوي
1074,مارس ,44995,604556,نعم,نعم,نعم,نعم,لا,شكر
1075,مارس ,44995,529171,نعم,نعم,نعم,نعم,لا,شكر
1076,مارس ,44995,739098,نعم,نعم,نعم,نعم,لا,شكر
1077,مارس ,44995,789267,نعم,نعم,نعم,نعم,لا,شكر
1078,مارس ,44995,835375,نعم,نعم,نعم,نعم,لا,شكر
1079,مارس ,44995,520734,نعم,نعم,نعم,نعم,لا,شكر
1080,مارس ,44995,619917,نعم,نعم,نعم,نعم,لا,شكر
1081,مارس ,44995,508217,لا,لا,لا,لا,نعم,شكوي
1082,مارس ,44995,526585,نعم,نعم,نعم,نعم,لا,شكر
1083,مارس ,44995,320738,نعم,نعم,نعم,نعم,لا,شكر
1084,مارس ,44995,516137,نعم,نعم,نعم,نعم,لا,شكر
1085,مارس ,44995,520106,نعم,نعم,نعم,نعم,نعم,شكوي
1086,مارس ,44995,517556,نعم,نعم,نعم,نعم,لا,شكر
1087,مارس ,44995,838823,نعم,نعم,نعم,نعم,نعم,شكوي
1088,مارس ,44995,523249,نعم,نعم,نعم,نعم,لا,شكر
1089,مارس ,44995,838744,نعم,نعم,نعم,نعم,لا,شكر
1090,مارس ,44995,788853,نعم,نعم,نعم,نعم,لا,شكر
1091,مارس ,44995,616880,نعم,نعم,نعم,نعم,لا,شكر
1092,مارس ,44995,524343,لا,لا,لا,لا,نعم,شكوي
1093,مارس ,44995,625457,نعم,نعم,نعم,نعم,لا,شكر
1094,مارس ,44995,529005,نعم,نعم,نعم,نعم,لا,شكر
1095,مارس ,44995,523113,نعم,نعم,نعم,نعم,لا,شكر
1096,مارس ,44995,628154,نعم,نعم,نعم,لا,نعم,شكوي
1097,مارس ,44995,836282,نعم,نعم,نعم,نعم,لا,شكر
1098,مارس ,44995,39678,نعم,نعم,نعم,نعم,لا,شكر
1099,مارس ,44995,516724,نعم,نعم,نعم,نعم,لا,شكر
1100,مارس ,44995,624954,نعم,نعم,نعم,نعم,لا,شكر
1101,مارس ,44995,603919,نعم,نعم,نعم,نعم,لا,شكر
1102,مارس ,44995,526030,نعم,نعم,نعم,نعم,لا,شكر
1103,مارس ,44995,617378,نعم,نعم,نعم,نعم,لا,شكر
1104,مارس ,44995,619769,نعم,نعم,نعم,نعم,لا,شكر
1105,مارس ,44995,614038,نعم,نعم,نعم,نعم,لا,شكر
1106,مارس ,44995,526943,نعم,نعم,نعم,نعم,لا,شكر
1107,مارس ,44995,627039,نعم,نعم,نعم,نعم,لا,شكر
1108,مارس ,44995,511718,نعم,نعم,نعم,نعم,لا,شكر
1109,مارس ,44995,623795,نعم,نعم,نعم,نعم,لا,شكر
1110,مارس ,44995,608269,نعم,نعم,نعم,نعم,لا,شكر
1111,مارس ,44995,623756,نعم,نعم,نعم,نعم,لا,شكر
1112,مارس ,44995,262113,نعم,نعم,نعم,نعم,لا,شكر
1113,مارس ,44995,527590,نعم,نعم,نعم,نعم,لا,شكر
1114,مارس ,44995,521053,نعم,نعم,نعم,لا,نعم,شكوي
1115,مارس ,44995,518023,نعم,نعم,نعم,نعم,لا,شكر
1116,مارس ,44995,614441,نعم,نعم,نعم,نعم,لا,شكر
1117,مارس ,44995,509779,نعم,نعم,نعم,نعم,لا,شكر
1118,مارس ,44995,617398,نعم,نعم,نعم,نعم,لا,شكر
1119,مارس ,44995,634155,نعم,نعم,نعم,لا,نعم,شكوي
1120,مارس ,44995,515743,نعم,لا,نعم,لا,نعم,شكوي
1121,مارس ,44995,631188,نعم,نعم,نعم,نعم,لا,شكر
1122,مارس ,44995,25455,نعم,نعم,نعم,نعم,لا,شكر
1123,مارس ,44995,603651,نعم,نعم,نعم,نعم,لا,شكر
1124,مارس ,44995,603878,نعم,نعم,نعم,نعم,لا,شكر
1125,مارس ,44995,511897,نعم,نعم,نعم,نعم,لا,شكر
1126,مارس ,44998,789015,نعم,نعم,نعم,نعم,لا,شكر
1127,مارس ,44998,515125,نعم,نعم,نعم,لا,نعم,شكوي
1128,مارس ,44998,836573,نعم,نعم,نعم,نعم,لا,شكر
1129,مارس ,44998,624852,نعم,نعم,نعم,نعم,لا,شكر
1130,مارس ,44998,625469,نعم,نعم,نعم,نعم,لا,شكر
1131,مارس ,44998,526449,لا,لا,لا,نعم,نعم,شكوي
1132,مارس ,44998,602142,لا,لا,لا,نعم,نعم,شكوي
1133,مارس ,44998,508037,نعم,نعم,نعم,نعم,لا,شكر
1134,مارس ,44998,509541,نعم,نعم,نعم,نعم,لا,شكر
1135,مارس ,44998,623975,نعم,نعم,نعم,نعم,لا,شكر
1136,مارس ,44998,516472,نعم,نعم,نعم,نعم,لا,شكر
1137,مارس ,44998,617363,نعم,نعم,نعم,نعم,لا,شكر
1138,مارس ,44998,788998,نعم,نعم,نعم,نعم,لا,شكر
1139,مارس ,44998,514938,نعم,نعم,نعم,نعم,لا,شكر
1140,مارس ,44998,836544,نعم,نعم,نعم,نعم,لا,شكر
1141,مارس ,44998,635344,نعم,نعم,نعم,نعم,لا,شكر
1142,مارس ,44998,508062,نعم,نعم,نعم,نعم,لا,شكر
1143,مارس ,44998,610144,نعم,نعم,نعم,نعم,لا,شكر
1144,مارس ,44998,612234,نعم,نعم,نعم,نعم,لا,شكر
1145,مارس ,44998,512423,نعم,نعم,نعم,نعم,لا,شكر
1146,مارس ,44998,529497,نعم,نعم,نعم,نعم,لا,شكر
1147,مارس ,44998,509712,نعم,نعم,نعم,نعم,لا,شكر
1148,مارس ,44998,632764,نعم,نعم,نعم,نعم,لا,شكر
1149,مارس ,44998,659798,نعم,نعم,نعم,نعم,لا,شكر
1150,مارس ,44998,612884,نعم,نعم,نعم,نعم,لا,شكر
1151,مارس ,44998,611114,نعم,نعم,نعم,لا,نعم,شكوي
1152,مارس ,44998,620282,نعم,نعم,نعم,نعم,لا,شكر
1153,مارس ,44998,507251,نعم,نعم,نعم,نعم,لا,شكر
1154,مارس ,44998,528097,نعم,نعم,نعم,نعم,لا,شكر
1155,مارس ,44998,617570,نعم,نعم,نعم,نعم,لا,شكر
1156,مارس ,44998,834153,نعم,نعم,نعم,نعم,لا,شكر
1157,مارس ,44998,518320,نعم,نعم,نعم,نعم,لا,شكر
1158,مارس ,44998,621110,نعم,نعم,نعم,نعم,لا,شكر
1159,مارس ,44998,606005,نعم,نعم,نعم,نعم,لا,شكر
1160,مارس ,44998,600778,نعم,نعم,نعم,نعم,لا,شكر
1161,مارس ,44998,524485,نعم,نعم,نعم,نعم,لا,شكر
1162,مارس ,44999,521604,نعم,نعم,نعم,نعم,لا,شكر
1163,مارس ,44999,509131,نعم,نعم,نعم,نعم,لا,شكر
1164,مارس ,44999,613787,نعم,نعم,نعم,نعم,لا,شكر
1165,مارس ,44999,517444,نعم,نعم,نعم,نعم,لا,شكر
1166,مارس ,44999,608284,نعم,نعم,نعم,لا,نعم,شكوي
1167,مارس ,44999,612450,نعم,نعم,نعم,نعم,لا,شكر
1168,مارس ,44999,836844,نعم,نعم,نعم,نعم,لا,شكر
1169,مارس ,44999,513947,نعم,نعم,نعم,نعم,لا,شكر
1170,مارس ,44999,615086,نعم,نعم,نعم,نعم,لا,شكر
1171,مارس ,44999,627422,نعم,نعم,نعم,نعم,نعم,شكوي
1172,مارس ,44999,836357,نعم,نعم,نعم,نعم,نعم,اقتراح
1173,مارس ,44999,633571,نعم,نعم,نعم,نعم,نعم,شكوي
1174,مارس ,44999,507701,نعم,نعم,نعم,نعم,لا,شكر
1175,مارس ,44999,625922,نعم,نعم,نعم,نعم,نعم,شكوي
1176,مارس ,44999,616327,نعم,نعم,نعم,نعم,لا,شكر
1177,مارس ,44999,516793,نعم,نعم,نعم,نعم,لا,شكر
1178,مارس ,44999,510906,نعم,نعم,نعم,نعم,لا,شكر
1179,مارس ,44999,528262,نعم,نعم,نعم,نعم,لا,شكر
1180,مارس ,44999,602568,نعم,نعم,نعم,نعم,لا,شكر
1181,مارس ,44999,618005,نعم,نعم,نعم,نعم,لا,شكر
1182,مارس ,44999,509001,نعم,نعم,نعم,نعم,لا,شكر
1183,مارس ,44999,512063,نعم,نعم,نعم,نعم,نعم,اقتراح
1184,مارس ,44999,517789,نعم,نعم,نعم,نعم,نعم,شكوي
1185,مارس ,44999,512924,نعم,نعم,نعم,نعم,نعم,شكوي
1186,مارس ,44999,528690,نعم,نعم,نعم,نعم,لا,شكر
1187,مارس ,44999,601429,نعم,نعم,نعم,نعم,لا,شكر
1188,مارس ,44999,623371,نعم,نعم,نعم,نعم,نعم,اقتراح
1189,مارس ,44999,626278,نعم,نعم,نعم,نعم,لا,شكر
1190,مارس ,44999,517156,لا,نعم,نعم,لا,نعم,شكوي
1191,مارس ,44999,616309,نعم,نعم,نعم,نعم,لا,شكر
1192,مارس ,44999,508065,نعم,نعم,نعم,نعم,لا,شكر
1193,مارس ,44999,519705,نعم,نعم,نعم,نعم,لا,شكر
1194,مارس ,44999,628130,نعم,نعم,نعم,نعم,لا,شكر
1195,مارس ,44999,508394,نعم,نعم,نعم,نعم,لا,شكر
1196,مارس ,44999,604254,نعم,نعم,نعم,نعم,لا,شكر
1197,مارس ,44999,527381,نعم,نعم,نعم,نعم,لا,شكر
1198,مارس ,44999,616403,نعم,نعم,نعم,نعم,لا,شكر
1199,مارس ,44999,510536,نعم,نعم,نعم,نعم,لا,شكر
1200,مارس ,44999,609115,نعم,نعم,نعم,نعم,نعم,شكوي
1201,مارس ,44999,625071,نعم,نعم,نعم,نعم,لا,شكر
1202,مارس ,44999,509769,نعم,نعم,نعم,نعم,لا,شكر
1203,مارس ,44999,626520,نعم,نعم,نعم,نعم,لا,شكر
1204,مارس ,44999,600699,نعم,نعم,نعم,نعم,لا,شكر
1205,مارس ,44999,627484,نعم,نعم,نعم,نعم,لا,شكر
1206,مارس ,44999,521981,نعم,نعم,نعم,نعم,لا,شكر
1207,مارس ,44999,604902,نعم,نعم,نعم,نعم,نعم,شكوي
1208,مارس ,44999,838741,نعم,نعم,نعم,نعم,لا,شكر
1209,مارس ,44999,608431,نعم,نعم,نعم,نعم,لا,شكر
1210,مارس ,44999,837876,نعم,نعم,نعم,نعم,لا,شكر
1211,مارس ,44999,610240,نعم,نعم,نعم,نعم,لا,شكر
1212,مارس ,45001,614867,نعم,نعم,نعم,نعم,لا,شكر
1213,مارس ,45001,625205,نعم,نعم,نعم,نعم,لا,شكر
1214,مارس ,45001,519408,نعم,نعم,نعم,نعم,لا,شكر
1215,مارس ,45001,614447,نعم,نعم,نعم,نعم,لا,شكر
1216,مارس ,45001,615165,نعم,نعم,نعم,لا,نعم,شكوي
1217,مارس ,45001,612794,نعم,نعم,نعم,نعم,لا,شكر
1218,مارس ,45001,633986,نعم,نعم,نعم,نعم,لا,شكر
1219,مارس ,45001,616012,نعم,نعم,نعم,نعم,لا,شكر
1220,مارس ,45001,526943,نعم,نعم,نعم,نعم,لا,شكر
1221,مارس ,45001,789047,نعم,نعم,نعم,نعم,لا,شكر
1222,مارس ,45001,527383,نعم,نعم,نعم,نعم,لا,شكر
1223,مارس ,45001,623594,نعم,نعم,نعم,لا,نعم,شكوي
1224,مارس ,45001,786449,نعم,نعم,نعم,نعم,لا,شكر
1225,مارس ,45001,625353,نعم,نعم,نعم,نعم,لا,شكر
1226,مارس ,45001,519210,نعم,نعم,نعم,نعم,لا,شكر
1227,مارس ,45001,525590,نعم,نعم,نعم,نعم,لا,شكر
1228,مارس ,45001,619720,نعم,نعم,نعم,نعم,لا,شكر
1229,مارس ,45001,521545,نعم,نعم,نعم,نعم,لا,شكر
1230,مارس ,45001,616814,نعم,نعم,نعم,نعم,لا,شكر
1231,مارس ,45001,516472,نعم,نعم,نعم,لا,نعم,شكوي
1232,مارس ,45001,613880,نعم,نعم,نعم,نعم,لا,شكر
1233,مارس ,45001,611290,نعم,نعم,نعم,لا,نعم,شكوي
1234,مارس ,45001,522379,نعم,نعم,نعم,نعم,لا,شكر
1235,مارس ,45001,512589,نعم,نعم,نعم,نعم,لا,شكر
1236,مارس ,45001,508331,نعم,نعم,نعم,نعم,لا,شكر
1237,مارس ,45001,611039,نعم,نعم,نعم,نعم,لا,شكر
1238,مارس ,45001,835703,نعم,نعم,نعم,نعم,لا,شكر
1239,مارس ,45001,619973,نعم,نعم,نعم,نعم,لا,شكر
1240,مارس ,45001,607869,نعم,نعم,نعم,نعم,لا,شكر
1241,مارس ,45001,605504,نعم,نعم,نعم,نعم,لا,شكر
1242,مارس ,45001,618418,لا,لا,لا,نعم,نعم,شكوي
1243,مارس ,45001,600515,نعم,نعم,نعم,نعم,لا,شكر
1244,مارس ,45001,602386,نعم,نعم,نعم,نعم,لا,شكر
1245,مارس ,45001,838716,نعم,نعم,نعم,نعم,لا,شكر
1246,مارس ,45001,525737,نعم,نعم,نعم,نعم,لا,شكر
1247,مارس ,45002,520561,نعم,نعم,نعم,نعم,لا,شكر
1248,مارس ,45002,620788,نعم,نعم,نعم,نعم,لا,شكر
1249,مارس ,45002,608466,نعم,نعم,نعم,نعم,لا,شكر
1250,مارس ,45002,837100,نعم,نعم,نعم,نعم,لا,شكر
1251,مارس ,45002,515423,نعم,نعم,نعم,نعم,لا,شكر
1252,مارس ,45002,524594,نعم,نعم,نعم,نعم,لا,شكر
1253,مارس ,45002,507529,نعم,نعم,نعم,نعم,لا,شكر
1254,مارس ,45002,836806,نعم,نعم,نعم,نعم,لا,شكر
1255,مارس ,45002,608756,نعم,نعم,نعم,نعم,لا,شكر
1256,مارس ,45002,618902,نعم,نعم,نعم,نعم,لا,شكر
1257,مارس ,45002,632467,نعم,نعم,نعم,نعم,لا,شكر
1258,مارس ,45002,603370,نعم,نعم,نعم,نعم,لا,شكر
1259,مارس ,45002,515610,نعم,نعم,نعم,لا,نعم,شكوي
1260,مارس ,45002,837149,نعم,نعم,نعم,نعم,لا,شكر
1261,مارس ,45002,607479,نعم,نعم,نعم,نعم,لا,شكر
1262,مارس ,45002,614413,نعم,نعم,نعم,نعم,لا,شكر
1263,مارس ,45002,624839,نعم,نعم,نعم,نعم,لا,شكر
1264,مارس ,45002,521019,نعم,نعم,نعم,نعم,لا,شكر
1265,مارس ,45002,514394,نعم,نعم,نعم,نعم,لا,شكر
1266,مارس ,45002,837423,نعم,نعم,نعم,نعم,لا,شكر
1267,مارس ,45002,523595,نعم,نعم,نعم,لا,نعم,شكوي
1268,مارس ,45002,518560,نعم,نعم,نعم,لا,نعم,شكوي
1269,مارس ,45002,836514,نعم,نعم,نعم,نعم,لا,شكر
1270,مارس ,45002,634331,نعم,نعم,نعم,نعم,لا,شكر
1271,مارس ,45002,613880,نعم,نعم,نعم,لا,نعم,شكوي
1272,مارس ,45002,633949,نعم,نعم,نعم,نعم,لا,شكر
1273,مارس ,45002,518986,نعم,نعم,نعم,نعم,لا,شكر
1274,مارس ,45002,618082,نعم,نعم,نعم,لا,نعم,شكوي
1275,مارس ,45002,602521,نعم,نعم,نعم,نعم,لا,شكر
1276,مارس ,45002,521895,نعم,نعم,نعم,نعم,لا,شكر
1277,مارس ,45002,515170,نعم,نعم,نعم,نعم,لا,شكر
1278,مارس ,45002,834994,نعم,نعم,نعم,نعم,لا,شكر
1279,مارس ,45002,524679,نعم,نعم,نعم,نعم,لا,شكر
1280,مارس ,45002,511545,نعم,نعم,نعم,نعم,لا,شكر
1281,مارس ,45002,619533,نعم,نعم,نعم,نعم,لا,شكر
1282,مارس ,45002,510896,نعم,نعم,نعم,نعم,لا,شكر
1283,مارس ,45002,836154,نعم,نعم,نعم,نعم,لا,شكر
1284,مارس ,45002,507349,نعم,نعم,نعم,نعم,لا,شكر
1285,مارس ,45002,520874,نعم,نعم,نعم,نعم,لا,شكر
1286,مارس ,45002,835828,نعم,نعم,نعم,نعم,لا,شكر
1287,مارس ,45002,608761,نعم,نعم,نعم,نعم,لا,شكر
1288,مارس ,45002,625786,نعم,نعم,نعم,نعم,لا,شكر
1289,مارس ,45002,629316,نعم,نعم,نعم,نعم,لا,شكر
1290,مارس ,45002,835964,نعم,نعم,نعم,نعم,لا,شكر
1291,مارس ,45002,507960,نعم,نعم,نعم,نعم,لا,شكر
1292,مارس ,45002,607720,نعم,نعم,نعم,نعم,لا,شكر
1293,مارس ,45003,524337,نعم,نعم,نعم,نعم,لا,شكر
1294,مارس ,45003,789015,نعم,نعم,نعم,نعم,نعم,اقتراح
1295,مارس ,45003,628339,نعم,نعم,نعم,نعم,لا,شكر
1296,مارس ,45003,612756,نعم,نعم,نعم,نعم,نعم,اقتراح
1297,مارس ,45003,530004,نعم,نعم,نعم,نعم,لا,شكر
1298,مارس ,45003,608084,نعم,نعم,نعم,نعم,لا,شكر
1299,مارس ,45003,521414,نعم,نعم,نعم,نعم,لا,شكر
1300,مارس ,45003,612191,نعم,نعم,نعم,نعم,لا,اقتراح
1301,مارس ,45003,622228,نعم,نعم,نعم,نعم,لا,شكر
1302,مارس ,45003,625529,نعم,نعم,نعم,نعم,لا,شكر
1303,مارس ,45003,836655,نعم,نعم,نعم,نعم,لا,شكر
1304,مارس ,45003,511021,نعم,نعم,نعم,نعم,لا,شكر
1305,مارس ,45003,621282,نعم,نعم,نعم,نعم,لا,شكر
1306,مارس ,45003,510745,نعم,نعم,نعم,نعم,لا,شكر
1307,مارس ,45003,510973,نعم,نعم,نعم,نعم,لا,شكر
1308,مارس ,45003,600816,نعم,نعم,نعم,نعم,لا,شكر
1309,مارس ,45003,527016,نعم,نعم,نعم,نعم,لا,شكر
1310,مارس ,45003,601252,نعم,نعم,نعم,نعم,لا,شكر
1311,مارس ,45003,527383,نعم,نعم,نعم,نعم,لا,شكر
1312,مارس ,45003,608733,لا,لا,لا,لا,نعم,شكوي
1313,مارس ,45003,331422,لا,لا,لا,لا,نعم,شكوي
1314,مارس ,45003,526608,نعم,نعم,نعم,نعم,لا,اقتراح
1315,مارس ,45003,627576,نعم,نعم,نعم,نعم,لا,اقتراح
1316,مارس ,45003,514968,نعم,نعم,نعم,نعم,لا,شكر
1317,مارس ,45003,523722,نعم,نعم,نعم,لا,نعم,شكوي
1318,مارس ,45003,600980,لا,لا,لا,لا,نعم,شكوي
1319,مارس ,45003,611278,لا,لا,لا,لا,نعم,شكوي
1320,مارس ,45003,512683,نعم,نعم,نعم,نعم,لا,اقتراح
1321,مارس ,45003,515728,نعم,نعم,نعم,نعم,لا,شكر
1322,مارس ,45003,518529,نعم,نعم,نعم,نعم,لا,شكر
1323,مارس ,45003,739162,نعم,نعم,نعم,نعم,لا,شكر
1324,مارس ,45003,834481,لا,لا,لا,لا,نعم,شكوي
1325,مارس ,45003,626848,نعم,نعم,نعم,نعم,لا,شكر
1326,مارس ,45003,835525,نعم,نعم,نعم,لا,نعم,شكوي
1327,مارس ,45003,525917,نعم,نعم,نعم,نعم,لا,شكر
1328,مارس ,45003,518455,نعم,نعم,نعم,نعم,لا,شكر
1329,مارس ,45003,519428,نعم,نعم,نعم,نعم,لا,شكر
1330,مارس ,45003,834213,نعم,نعم,نعم,نعم,لا,شكر
1331,مارس ,45003,614482,نعم,نعم,نعم,نعم,لا,شكر
1332,مارس ,45003,510292,نعم,نعم,نعم,نعم,لا,شكر
1333,مارس ,45003,521498,نعم,نعم,نعم,لا,نعم,شكوي
1334,مارس ,45003,788972,نعم,نعم,نعم,لا,نعم,شكوي
1335,مارس ,45003,622524,لا,لا,لا,لا,نعم,شكوي
1336,مارس ,45003,611447,نعم,نعم,نعم,نعم,لا,شكر
1337,مارس ,45003,835924,لا,لا,لا,لا,نعم,شكوي
1338,مارس ,45003,526012,نعم,نعم,نعم,نعم,لا,شكر
1339,مارس ,45003,527077,نعم,نعم,نعم,نعم,لا,شكر
1340,مارس ,45003,634036,نعم,نعم,نعم,نعم,لا,اقتراح
1341,مارس ,45003,522767,نعم,نعم,نعم,نعم,لا,شكر
1342,مارس ,45003,519663,نعم,نعم,نعم,نعم,لا,شكر
1343,مارس ,45003,523369,لا,لا,لا,لا,نعم,شكوي
1344,مارس ,45003,509422,نعم,نعم,نعم,نعم,لا,شكر
1345,مارس ,45003,606931,نعم,نعم,نعم,نعم,لا,شكر
